ContentSea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf63b6794bfd655255775f48b6a16cc5,e87eb036-fd0f-4aaa-a6d0-4d89f3b0432a,2025/3/11 16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,N,EYE_OPENING_L,LX,LY,LP,EYE_OPENING_R,RX,RY,RP,CamPos_X,CamPos_Y,CamPos_Z,CamRot_X,CamRot_Y,CamRot_Z,CamRot_W,LControllerPos_X,LControllerPos_Y,LControllerPos_Z,LControllerRot_X,LControllerRot_Y,LControllerRot_Z,LControllerRot_W,RControllerPos_X,RControllerPos_Y,RControllerPos_Z,RControllerRot_X,RControllerRot_Y,RControllerRot_Z,RControllerRot_W
1.384264531,48,1,2158.042,1166.682,0,1,2158.042,1166.682,0,97.04011,16.50039,-158.318,-0.02847192,0.4914645,-0.002463771,-0.8704287,96.74198,15.93057,-158.3275,-0.03045563,-0.429368,0.5572909,0.71003,96.90948,15.92301,-158.0649,-0.357945,0.3502184,0.1242389,-0.8566138
1.410762031,49,1,2159.934,1168.244,0,1,2159.934,1168.244,0,97.02016,16.49969,-158.307,-0.02870759,0.4912959,-0.002391118,-0.8705163,96.72188,15.92994,-158.3166,-0.03000526,-0.4294347,0.5570091,0.7102299,96.88947,15.92248,-158.054,-0.3579138,0.350261,0.1239117,-0.8566569
1.436952448,50,1,2160.785,1168.191,0,1,2160.785,1168.191,0,97.00025,16.49911,-158.296,-0.02862219,0.491073,-0.002426983,-0.8706447,96.70206,15.92933,-158.3057,-0.02992104,-0.4296439,0.5568759,0.7102113,96.86951,15.92185,-158.0429,-0.3575861,0.3497109,0.1244075,-0.8569464
1.464982916,51,1,2160.73,1165.659,0,1,2160.73,1165.659,0,96.97873,16.49847,-158.2842,-0.02859317,0.490819,-0.002384922,-0.8707891,96.68027,15.92848,-158.294,-0.0301407,-0.4295029,0.5568817,0.7102827,96.84787,15.92105,-158.0312,-0.3577032,0.3498583,0.1244479,-0.8568316
1.493334426,52,1,2229.378,1202.929,0,1,2229.378,1202.929,0,96.95683,16.49776,-158.272,-0.02861222,0.4904488,-0.002320596,-0.8709971,96.65815,15.92741,-158.282,-0.03007318,-0.4295429,0.5568708,0.7102699,96.82583,15.92017,-158.0191,-0.3574926,0.3497167,0.1246471,-0.8569484
1.521230936,53,1,2276.906,1212.752,0,1,2276.906,1212.752,0,96.93509,16.49711,-158.26,-0.02845567,0.4897551,-0.00227412,-0.8713926,96.63692,15.92743,-158.27,-0.03023316,-0.4294097,0.5568829,0.7103344,96.80392,15.91935,-158.0071,-0.3573046,0.3494505,0.1249127,-0.8570967
1.549675206,54,1,2357.226,1227.395,0,1,2357.226,1227.395,0,96.91273,16.4965,-158.2475,-0.02796947,0.4888552,-0.002417817,-0.8719131,96.61541,15.92798,-158.2576,-0.03017698,-0.4297337,0.5567123,0.7102746,96.7813,15.91866,-157.9946,-0.3572247,0.3492696,0.1252225,-0.8571584
1.577520519,55,1,2361.326,1226.405,0,1,2361.326,1226.405,0,96.8907,16.49583,-158.2352,-0.02771853,0.4877306,-0.002319087,-0.872551,96.59333,15.92757,-158.2454,-0.03059424,-0.429853,0.5571082,0.7098739,96.75886,15.91773,-157.9825,-0.3571792,0.3492495,0.1251386,-0.8571979
1.604559842,56,1,2361.811,1228.357,0,1,2361.811,1228.357,0,96.86911,16.49529,-158.223,-0.02729776,0.4865536,-0.002376587,-0.873221,96.57146,15.92711,-158.2336,-0.03036635,-0.4298618,0.5568685,0.7100664,96.7368,15.91667,-157.9707,-0.3572184,0.3492881,0.1251083,-0.8571702
1.632784633,57,1,2361.882,1222.611,0,1,2361.882,1222.611,0,96.8464,16.49473,-158.2102,-0.0268112,0.4850524,-0.002428455,-0.8740707,96.54772,15.92515,-158.2208,-0.03083679,-0.4297472,0.5569749,0.710032,96.71404,15.91655,-157.9585,-0.3572898,0.3495565,0.1248269,-0.8570721
1.661219632,58,1,2361.572,1222.425,0,1,2361.572,1222.425,0,96.82344,16.49407,-158.197,-0.02622334,0.4830734,-0.002314059,-0.8751839,96.52442,15.92463,-158.2081,-0.0309789,-0.4296765,0.5571885,0.709901,96.6906,15.91507,-157.9449,-0.3573666,0.3494546,0.1248842,-0.8570733
1.68933057,59,1,2360.819,1220.669,0,1,2360.819,1220.669,0,96.80058,16.49346,-158.1839,-0.02573831,0.4807636,-0.00226352,-0.8764694,96.50101,15.92352,-158.1954,-0.03110169,-0.4299597,0.5571305,0.7097697,96.66721,15.91391,-157.932,-0.3573394,0.3493986,0.1249972,-0.857091
1.72343656,60,1,2363.254,1219.504,0,1,2363.254,1219.504,0,96.77267,16.49258,-158.1679,-0.02522661,0.4778077,-0.002460771,-0.8780987,96.4733,15.92326,-158.1798,-0.03101929,-0.4300924,0.5571792,0.7096547,96.63909,15.91375,-157.9169,-0.3570567,0.3493273,0.1251014,-0.8572226
1.74729427,61,1,2365.21,1222.067,0,1,2365.21,1222.067,0,96.75313,16.49214,-158.1563,-0.02476734,0.4747503,-0.0026041,-0.8797682,96.45348,15.92298,-158.1689,-0.03091513,-0.4298406,0.5572789,0.7097335,96.61911,15.91322,-157.9062,-0.3571442,0.3493674,0.1249379,-0.8571936
1.778008852,62,1,2365.521,1223.731,0,1,2365.521,1223.731,0,96.72774,16.49155,-158.1415,-0.02395937,0.4710642,-0.002473957,-0.88177,96.42791,15.92293,-158.1547,-0.03086287,-0.4300199,0.5570717,0.7097898,96.59302,15.91221,-157.892,-0.3570474,0.3496497,0.1246701,-0.8571579
1.799227133,63,1,2364.69,1225.349,0,1,2364.69,1225.349,0,96.71026,16.49101,-158.1312,-0.02315273,0.4673802,-0.002462208,-0.8837498,96.41,15.92306,-158.145,-0.03099614,-0.4300392,0.5573016,0.7095919,96.57495,15.91158,-157.8822,-0.3569982,0.3493462,0.1249389,-0.8572631
1.826410832,64,1,2362.741,1226.439,0,1,2362.741,1226.439,0,96.68754,16.49053,-158.1179,-0.02227255,0.4638062,-0.002649815,-0.8856528,96.38625,15.92183,-158.1323,-0.03095329,-0.4301815,0.5573614,0.7094605,96.55151,15.91063,-157.8694,-0.3570423,0.3494509,0.1251322,-0.8571738
1.854280468,65,1,2365.387,1226.267,0,1,2365.387,1226.267,0,96.66417,16.49011,-158.104,-0.02094438,0.4600496,-0.002552445,-0.8876425,96.36195,15.92066,-158.119,-0.03113028,-0.430436,0.5573681,0.7092931,96.52727,15.90979,-157.8562,-0.3570399,0.3494852,0.1250183,-0.8571774
1.883059219,66,1,2364.708,1226.811,0,1,2364.708,1226.811,0,96.63981,16.48946,-158.0898,-0.01979566,0.456243,-0.002577032,-0.8896314,96.33723,15.92015,-158.1053,-0.03146194,-0.4303312,0.5574275,0.7092953,96.50226,15.90898,-157.8425,-0.3571221,0.349609,0.1243989,-0.8571827
